Baseline Data,,,,Pandemic Data,,,,,,Centers > 10,,,,,,High Prevalence States,,,,,,Open the Whole Time,,,,
State,Town/County/City,Age Ranges,Single or Multiple Locations?,Opening Details,Number of Students Served During Pandemic,Number of Staff During Pandemic,COVID-19 Cases in Children,COVID-19 Cases in Staff,,Kids,Staff,Kid COVID,Staff COVID,Count,,Count of Kids,Count of Staff,Kids COVID,Staff COVID,Total Centers,,Kids,Staff,Kid COVID,Staff COVID,Count
Texas,Tarrant,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,1,0,0,1
Texas,Coryell,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,1,0,0,1
Washinton,Snohomish,"2 to 4 years, 5 to 10 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,1
Taexas,Victoria ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,1,0,0,1
Indiana,Lake,"1 to 2 years, 2 to 4 years",Single,Open the whole time,6,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,3,0,0,1
Arizona,Yuma,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,,,0,0,0,0,0,,0,0,0,0,0,,6,5,0,0,1
California,Riverside ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,4,1,0,0,1,,0,0,0,0,0
Texas,Johnson ,"2 to 4 years, 5 to 10 years",Single,Open the whole time,75,25,0,0,,75,25,0,0,1,,0,0,0,0,0,,4,1,0,0,1
Texas,Guadalupe ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,12,2,0,0,,12,2,0,0,1,,0,0,0,0,0,,75,25,0,0,1
Oregon,Washington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,9,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,2,0,0,1
California,Riverside ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,7,2,0,0,,0,0,0,0,0,,7,2,0,0,1,,9,1,0,0,1
Washington,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,3,0,0,,0,0,0,0,0,,3,3,0,0,1,,7,2,0,0,1
New Jersey,Newark,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",,Open the whole time,4,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,3,0,0,1
California,Sacramento ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,14,1,0,0,,14,1,0,0,1,,14,1,0,0,1,,4,0,0,0,1
Illinois,Cook,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,13,7,0,1,,13,7,0,1,1,,0,0,0,0,0,,0,0,0,0,0
Colorado,Douglas,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,13,7,0,1,1
California,Kern,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,4,0,0,,15,4,0,0,1,,15,4,0,0,1,,6,0,0,0,1
California,Los Angeles,"2 to 4 years, 5 to 10 years",,Closed for a portion,2,2,0,0,,0,0,0,0,0,,2,2,0,0,1,,0,0,0,0,0
Texas,Liberty ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,2,0,0,1
California,Los Angeles,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,3,1,0,0,1,,8,1,0,0,1
Oregon,Linn,"2 to 4 years, 5 to 10 years",Single,Open the whole time,23,4,0,0,,23,4,0,0,1,,0,0,0,0,0,,3,1,0,0,1
Texas,Hays,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,23,4,0,0,1
California ,Fresno,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,111,2,0,0,,111,2,0,0,1,,0,0,0,0,0,,3,1,0,0,1
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,7,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,111,2,0,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",One Center,Open the whole time,40,15,0,1,,40,15,0,1,1,,0,0,0,0,0,,7,1,0,0,1
Connecticut,Windham,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,15,0,1,1
Washington DC,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,4,0,0,1
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Oregon,Washington,"6 months - 1 year, 2 to 4 years",Single,Open the whole time,2,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,6,1,0,0,1
Florida ,Orange County,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,6,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,0,0,0,1
Washington,Clark,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,9,1,0,0,,0,0,0,0,0,,9,1,0,0,1,,0,0,0,0,0
Texas,Williamson,"6 months - 1 year, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,9,1,0,0,1
Arizona,Maricopa,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,30,13,0,0,,30,13,0,0,1,,0,0,0,0,0,,4,0,0,0,1
Texas,McLennan ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,28,9,0,0,,28,9,0,0,1,,0,0,0,0,0,,30,13,0,0,1
Texas,Cameron,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,11,0,0,,30,11,0,0,1,,0,0,0,0,0,,28,9,0,0,1
California ,United States ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,11,0,0,1
Illionis,Dekalb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,50,34,0,1,,50,34,0,1,1,,0,0,0,0,0,,0,0,0,0,0
Oregon,Washington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,18,4,0,0,,18,4,0,0,1,,0,0,0,0,0,,50,34,0,1,1
California,Riverside,"2 to 4 years, 5 to 10 years",Single,Open the whole time,12,2,0,0,,12,2,0,0,1,,12,2,0,0,1,,18,4,0,0,1
Indiana ,Hamilton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,12,0,0,,30,12,0,0,1,,0,0,0,0,0,,12,2,0,0,1
Washington,Pierce,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,4,1,0,0,1,,0,0,0,0,0
Washington,Yakima,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,7,2,0,0,,0,0,0,0,0,,7,2,0,0,1,,4,1,0,0,1
Washington,Clark,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,2,0,0,,12,2,0,0,1,,12,2,0,0,1,,7,2,0,0,1
Washington,Snohomish ,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,7,0,0,,15,7,0,0,1,,15,7,0,0,1,,12,2,0,0,1
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,3,1,0,0,1,,15,7,0,0,1
Oregon,Multnomah,"2 to 4 years, 5 to 10 years",Single,Open the whole time,10,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
Georgia,Glynn,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Indiana,Lake,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,20,0,0,,35,20,0,0,1,,0,0,0,0,0,,8,1,0,0,1
New Jersey,monmouth,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,19,15,0,0,,19,15,0,0,1,,0,0,0,0,0,,35,20,0,0,1
Washington,Grant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,15,3,0,0,,15,3,0,0,1,,15,3,0,0,1,,0,0,0,0,0
Idaho,Ada,"2 to 4 years, 5 to 10 years",Single,Open the whole time,25,4,0,0,,25,4,0,0,1,,0,0,0,0,0,,15,3,0,0,1
Washington,Pacific ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,5,1,0,0,1,,25,4,0,0,1
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,2,1,0,0,1,,5,1,0,0,1
Arizona,Maricopa,"1 to 2 years, 2 to 4 years",Single,Open the whole time,30,7,0,0,,30,7,0,0,1,,0,0,0,0,0,,2,1,0,0,1
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,2,0,0,,0,0,0,0,0,,10,2,0,0,1,,30,7,0,0,1
Texas,Bexar,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Washington,Pierce,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,0,0,0,,0,0,0,0,0,,4,0,0,0,1,,2,1,0,0,1
California,Santa Clara,"2 to 4 years, 5 to 10 years",Multiple,Open the whole time,40,20,0,1,,40,20,0,1,1,,40,20,0,1,1,,4,0,0,0,1
Washington,Yakima,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,4,0,0,,0,0,0,0,0,,10,4,0,0,1,,40,20,0,1,1
Washington,Snohomish ,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,7,0,0,,15,7,0,0,1,,15,7,0,0,1,,10,4,0,0,1
Oregon,Multnomah,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,10,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Washington,Benton ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,,,,0,0,0,0,0,,5,1,,,1,,10,5,0,0,1
New York,Suffolk,"1 to 2 years, 2 to 4 years",,Closed for a portion,9,2,0,0,,0,0,0,0,0,,9,2,0,0,1,,0,0,0,0,0
California ,Orange ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,23,14,0,2,,23,14,0,2,1,,0,0,0,0,0,,0,0,0,0,0
Maryland ,Baltimore City,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,23,14,0,2,1
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,2,1,0,0,1,,6,2,0,0,1
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,12,3,0,0,,12,3,0,0,1,,12,3,0,0,1,,2,1,0,0,1
Washington,King,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,12,8,0,0,,12,8,0,0,1,,12,8,0,0,1,,0,0,0,0,0
Washington,Yakima,"2 to 4 years, 5 to 10 years",Multiple,Open the whole time,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,12,8,0,0,1
California,San Francisco,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,4,1,0,0,1,,0,0,0,0,0
California,Alameda ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,3,0,0,,0,0,0,0,0,,6,3,0,0,1,,4,1,0,0,1
Illionis,Lake,"1 to 2 years, 2 to 4 years",Single,Closed for a portion,12,5,0,0,,12,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas,Dawson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,70,12,0,0,,70,12,0,0,1,,0,0,0,0,0,,12,5,0,0,1
California ,San Francisco,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,70,12,0,0,1
Georgia,North Fulton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,1,0,0,1
Michigan,Oakland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
Florida,Hillsborough,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,20,16,0,1,,20,16,0,1,1,,0,0,0,0,0,,0,0,0,0,0
Florida ,Leon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,55,25,0,0,,55,25,0,0,1,,0,0,0,0,0,,20,16,0,1,1
North Carolina ,Franklin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,14,0,0,,35,14,0,0,1,,0,0,0,0,0,,55,25,0,0,1
North Carolina,Henderson,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,50,11,2,4,,50,11,2,4,1,,0,0,0,0,0,,0,0,0,0,0
New Jersey,Mercer,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,30,10,0,0,,30,10,0,0,1,,0,0,0,0,0,,50,11,2,4,1
Texas,Harrys,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,10,0,0,1
Maryland,Carroll,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,4,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,8,1,0,0,1
Maryland,Baltimore,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,1
Georgia,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,40,16,0,0,,40,16,0,0,1,,0,0,0,0,0,,5,2,0,0,1
Minnesota ,Olmsted,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,50,34,0,0,,50,34,0,0,1,,0,0,0,0,0,,40,16,0,0,1
Florida,Collier,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,15,6,0,0,,15,6,0,0,1,,0,0,0,0,0,,50,34,0,0,1
Maine,Cumberland,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,6,0,0,1
Florida,Pinellas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,7,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,2,0,0,1
Virginia,Chesterfield,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,50,12,0,0,,50,12,0,0,1,,0,0,0,0,0,,7,1,0,0,1
Florida,St. Lucie,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,12,0,0,1
Florida,Brevard,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,20,10,0,0,,20,10,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Virginia,Virginia beach,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,20,4,0,0,,20,4,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Georgia,Dougherty ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,51,1,0,0,,51,1,0,0,1,,0,0,0,0,0,,20,4,0,0,1
North Carolina,Mecklenburg,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,25,8,0,0,,25,8,0,0,1,,0,0,0,0,0,,51,1,0,0,1
Indiana,Madison,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,40,20,0,0,,40,20,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Connecticut,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,15,5,0,0,,15,5,0,0,1,,0,0,0,0,0,,40,20,0,0,1
Florida,Pinellas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,3,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Texas,Bell,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,5,0,0,,15,5,0,0,1,,0,0,0,0,0,,3,2,0,0,1
Maryland,Prince George's,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,5,0,0,1
Vermont ,Lamoille,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,20,14,0,0,,20,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Maryland ,Baltimore ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,14,0,0,1
Illinois,DuPage,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Ohio,Hamilton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,44,10,0,0,,44,10,0,0,1,,0,0,0,0,0,,4,1,0,0,1
Maryland,Anne Arundel,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,44,10,0,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,50,12,0,0,,50,12,0,0,1,,0,0,0,0,0,,8,1,0,0,1
Maryland ,Baltimore City ,"6 weeks - 6 months, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,9,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,12,0,0,1
Florida,Osceola,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,10,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Florida,Marion,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,33,6,0,0,,33,6,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Maryland,Montgomery,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,12,8,0,1,,12,8,0,1,1,,0,0,0,0,0,,33,6,0,0,1
Connecticut,Hartford,"6 weeks - 6 months, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,10,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,8,0,1,1
Florida,Saint Lucie,"2 to 4 years, 5 to 10 years",Single,Open the whole time,20,4,0,0,,20,4,0,0,1,,0,0,0,0,0,,10,5,0,0,1
Massachusetts ,Bristol,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,20,3,0,0,,20,3,0,0,1,,0,0,0,0,0,,20,4,0,0,1
Felicia Hines,Gwinnett ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,18,7,0,0,,18,7,0,0,1,,0,0,0,0,0,,20,3,0,0,1
Pennsylvania,Montgomery,"1 to 2 years, 2 to 4 years, 5 to 10 years",One Center,Closed for a portion,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Michigan,Oakland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,12,8,0,0,,12,8,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Colorado,Weld,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,8,0,0,1
Florida,Broward,Over 10,Single,Closed for a portion,170,30,0,0,,170,30,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Connecticut,Fairfield,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,7,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Indiana,Rush,"2 to 4 years, 5 to 10 years",Single,Open the whole time,3,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,7,2,0,0,1
Florida,Sumter,"1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,100,28,0,0,,100,28,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Florida,Palm Beach,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,30,12,0,0,,30,12,0,0,1,,0,0,0,0,0,,0,0,0,0,0
New York,Tompkins,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,28,10,0,0,,28,10,0,0,1,,28,10,0,0,1,,0,0,0,0,0
Texas,Fort Bend,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,7,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,28,10,0,0,1
Maryland,Harford,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,7,1,0,0,1
Texas,Harris,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,25,4,0,0,,25,4,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Minnesota,Hennepin,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,37,8,0,0,,37,8,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Michigan,Wayne,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,37,8,0,0,1
Washington ,king ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,5,0,0,1
Maryland ,USA ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,7,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Texas,Guadalupe,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,9,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Texas,Hale,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,50,30,0,0,,50,30,0,0,1,,0,0,0,0,0,,9,1,0,0,1
Illinois,McHenry,"6 months - 1 year, 2 to 4 years",Single,Open the whole time,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,30,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,60,6,0,0,,60,6,0,0,1,,0,0,0,0,0,,6,1,0,0,1
Tennessee,Hamilton,2 to 4 years,Single,Closed for a portion,10,8,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Illinois,LaSalle,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,8,0,0,1
Virginia,Prince Willliam ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,12,3,0,0,,12,3,0,0,1,,0,0,0,0,0,,0,0,0,0,0
